,score,protected_class,label
83831,0.62,0,1
83832,0.125,0,0
83833,0.78,0,1
83834,0.24,0,0
83835,0.45,0,1
83836,0.45,0,1
83837,0.135,0,0
83838,0.44,0,1
83839,0.815,0,1
83840,0.975,0,1
83841,0.43,0,1
83842,0.14,0,1
83843,0.15,0,0
83844,0.94,0,1
83845,0.24,0,0
83846,0.4,0,1
83847,0.01,0,0
83848,0.6,0,1
83849,0.015,0,0
83850,0.84,0,1
83851,0.985,0,1
83852,0.055,0,0
83853,0.33,0,0
83854,0.03,0,0
83855,0.82,0,1
83856,0.53,0,1
83857,0.535,0,1
83858,0.77,0,1
83859,0.07,0,0
83860,0.655,0,1
83861,0.445,0,1
83862,0.37,0,1
83863,0.185,0,1
83864,0.315,0,1
83865,0.265,0,1
83866,0.365,0,1
83867,0.97,0,1
83868,0.13,0,0
83869,0.545,0,1
83870,0.875,1,1
83871,0.105,0,0
83872,0.55,0,1
83873,0.05,0,0
83874,0.09,0,0
83875,0.77,1,1
83876,0.05,0,0
83877,0.94,0,1
83878,0.17,0,0
83879,0.28,0,1
83880,0.885,0,1
83881,0.04,0,1
83882,0.275,0,0
83883,0.16,0,1
83884,0.98,0,1
83885,0.335,0,1
83886,0.82,0,1
83887,0.6,0,1
83888,0.93,0,1
83889,0.31,0,0
83890,0.145,0,0
83891,0.08,0,1
83892,0.06,0,0
83893,0.17,0,0
83894,0.27,0,1
83895,0.2,0,1
83896,0.72,0,1
83897,0.93,1,1
83898,0.1,0,0
83899,0.84,0,1
83900,0.005,0,0
83901,0.37,0,1
83902,0.39,0,1
83903,0.975,0,1
83904,0.945,0,1
83905,0.525,0,1
83906,0.44,0,1
83907,0.19,0,0
83908,0.475,0,1
83909,0.95,0,1
83910,0.035,0,0
83911,0.165,0,0
83912,0.62,0,1
83913,0.465,0,1
83914,0.97,0,1
83915,0.3,0,0
83916,0.48,0,0
83917,0.92,0,1
83918,0.675,0,1
83919,0.29,0,1
83920,0.54,0,1
83921,0.485,0,1
83922,0.525,0,1
83923,0.05,0,0
83924,0.585,0,1
83925,0.265,0,0
83926,0.535,0,1
83927,0.01,0,0
83928,0.82,0,1
83929,0.86,0,1
83930,0.615,0,1
83931,0.03,0,0
83932,0.43,0,1
83933,0.28,0,0
83934,0.155,0,0
83935,0.835,0,1
83936,0.225,0,1
83937,0.365,0,1
83938,0.96,0,1
83939,0.435,0,1
83940,0.845,1,1
83941,0.675,0,1
83942,0.07,0,0
83943,0.44,0,1
83944,0.875,0,1
83945,0.615,0,1
83946,0.485,0,0
83947,0.03,0,0
83948,0.96,0,1
83949,0.25,0,0
83950,0.98,0,1
83951,0.98,0,1
83952,0.645,0,1
83953,0.445,0,1
83954,0.235,0,1
83955,0.675,0,1
83956,0.24,0,1
83957,0.895,0,1
83958,0.26,0,1
83959,0.94,0,1
83960,0.13,0,0
83961,0.145,0,0
83962,0.69,0,1
83963,0.625,0,1
83964,0.35,0,1
83965,0.73,0,1
83966,0.07,0,0
83967,0.21,0,0
83968,0.9,0,1
83969,0.43,0,1
83970,0.315,0,1
83971,0.25,0,0
83972,0.675,0,1
83973,0.62,0,1
83974,0.14,0,0
83975,0.445,0,1
83976,0.05,0,0
83977,0.2,0,0
83978,0.875,0,1
83979,0.46,0,1
83980,0.43,0,0
83981,0.49,0,1
83982,0.605,0,1
83983,0.575,0,1
83984,0.515,0,1
83985,0.025,0,0
83986,0.555,0,1
83987,0.975,0,1
83988,0.5,0,1
83989,0.16,0,0
83990,0.885,0,1
83991,0.595,0,1
83992,0.01,0,0
83993,0.295,0,1
83994,0.095,0,0
83995,0.705,0,1
83996,0.335,0,0
83997,0.17,0,0
83998,0.64,0,1
83999,0.51,0,1
84000,0.53,0,1
84001,0.08,0,0
84002,0.05,0,0
84003,0.15,0,0
84004,0.125,0,0
84005,0.855,0,1
84006,0.77,0,1
84007,0.935,0,1
84008,0.03,0,0
84009,0.14,0,0
84010,0.76,0,1
84011,0.915,0,1
84012,0.05,0,0
84013,0.255,0,0
84014,0.77,0,1
84015,0.875,0,1
84016,0.38,0,1
84017,0.63,0,1
84018,0.39,0,1
84019,0.6,0,1
84020,0.07,0,0
84021,0.285,0,1
84022,0.89,0,1
84023,0.62,0,1
84024,0.695,0,1
84025,0.61,0,1
84026,0.72,0,1
84027,0.485,0,0
84028,0.615,0,1
84029,0.945,0,1
84030,0.065,0,0
84031,0.555,0,1
84032,0.465,0,1
84033,0.12,0,1
84034,0.855,0,1
84035,0.93,0,1
84036,0.035,0,0
84037,0.655,0,1
84038,0.09,0,0
84039,0.16,0,0
84040,0.975,0,1
84041,0.515,0,1
84042,0.16,0,0
84043,0.77,0,1
84044,0.85,0,1
84045,0.01,0,0
84046,0.255,0,0
84047,0.945,0,1
84048,0.205,0,0
84049,0.7,0,1
84050,0.34,0,0
84051,0.47,0,1
84052,0.435,0,1
84053,0.395,1,1
84054,0.84,0,1
84055,0.275,0,1
84056,0.13,0,0
84057,0.42,0,0
84058,0.22,1,1
84059,0.19,0,0
84060,0.93,0,1
84061,0.965,0,1
84062,0.81,0,1
84063,0.25,0,0
84064,0.3,0,1
84065,0.2,0,1
84066,0.705,0,1
84067,0.98,0,1
84068,0.2,0,0
84069,0.58,0,1
84070,0.01,0,0
84071,0.895,0,1
84072,0.98,0,1
84073,0.08,0,0
84074,0.96,0,1
84075,0.605,0,1
84076,0.705,0,1
84077,0.98,0,1
84078,0.11,0,0
84079,0.075,0,0
84080,0.315,0,0
84081,0.61,0,1
84082,0.235,0,0
84083,0.47,0,1
84084,0.33,0,1
84085,0.325,0,0
84086,0.67,0,1
84087,0.47,0,0
84088,0.49,0,1
84089,0.08,0,0
84090,0.11,0,0
84091,0.43,0,1
84092,0.635,0,1
84093,0.035,0,0
84094,0.78,0,1
84095,0.485,0,1
84096,0.605,0,1
84097,0.705,0,1
84098,0.01,0,0
84099,0.405,0,0
84100,0.82,0,1
84101,0.055,0,0
84102,0.02,0,0
84103,0.46,0,1
84104,0.245,0,1
84105,0.345,0,1
84106,0.94,0,1
84107,0.535,0,1
84108,0.215,0,0
84109,0.155,0,0
84110,0.19,0,0
84111,0.17,0,0
84112,0.49,0,1
84113,0.91,0,1
84114,0.815,0,1
84115,0.28,0,1
84116,0.74,0,1
84117,0.595,0,1
84118,0.375,0,0
84119,0.195,0,0
84120,0.625,0,1
84121,0.575,0,1
84122,0.45,0,0
84123,0.38,0,1
84124,0.295,0,0
84125,0.455,0,0
84126,0.03,0,0
84127,0.84,0,1
84128,0.31,0,0
84129,0.58,0,1
84130,0.19,0,0
84131,0.05,0,0
84132,0.68,0,1
84133,0.295,0,1
84134,0.335,0,1
84135,0.31,0,1
84136,0.2,0,0
84137,0.055,0,0
84138,0.815,0,1
84139,0.78,0,1
84140,0.49,0,1
84141,0.445,0,1
84142,0.26,0,0
84143,0.58,0,1
84144,0.17,1,0
84145,0.14,0,0
84146,0.14,0,0
84147,0.09,0,0
84148,0.18,0,0
84149,0.5,0,1
84150,0.945,0,1
84151,0.11,0,0
84152,0.51,0,1
84153,0.285,0,0
84154,0.15,0,0
84155,0.39,0,1
84156,0.505,0,1
84157,0.44,0,1
84158,0.365,0,1
84159,0.29,0,0
84160,0.575,0,1
84161,0.51,0,1
84162,0.29,0,1
84163,0.825,0,1
84164,0.435,0,0
84165,0.265,0,1
84166,0.635,1,1
84167,0.48,0,1
84168,0.37,0,0
84169,0.895,0,1
84170,0.97,0,1
84171,0.345,0,1
84172,0.35,0,1
84173,0.005,0,0
84174,0.855,0,1
84175,0.9,0,1
84176,0.19,0,0
84177,0.59,0,1
84178,0.695,0,1
84179,0.66,1,1
84180,0.875,0,1
84181,0.32,0,1
84182,0.33,1,1
84183,0.175,0,0
84184,0.605,0,1
84185,0.655,0,1
84186,0.79,0,1
84187,0.325,0,1
84188,0.12,0,0
84189,0.455,0,1
84190,0.72,0,1
84191,0.275,0,0
84192,0.13,0,0
84193,0.42,0,1
84194,0.805,0,1
84195,0.405,0,0
84196,0.24,0,0
84197,0.17,0,0
84198,0.115,0,0
84199,0.545,0,1
84200,0.39,0,1
84201,0.605,0,1
84202,0.54,0,1
84203,0.55,0,1
84204,0.545,0,1
84205,0.72,0,1
84206,0.16,0,0
84207,0.835,0,1
84208,0.565,0,1
84209,0.745,0,1
84210,0.71,0,1
84211,0.6,0,1
84212,0.12,0,0
84213,0.78,0,1
84214,0.055,0,0
84215,0.02,0,0
84216,0.14,1,0
84217,0.865,0,1
84218,0.27,0,1
84219,0.85,0,1
84220,0.63,0,1
84221,0.01,0,0
84222,0.525,0,0
84223,0.23,0,0
84224,0.93,0,1
84225,0.83,0,1
84226,0.47,0,1
84227,0.765,0,1
84228,0.025,0,0
84229,0.485,0,1
84230,0.06,0,0
84231,0.04,0,0
84232,0.48,0,1
84233,0.065,0,0
84234,0.53,0,1
84235,0.53,0,1
84236,0.22,0,0
84237,0.35,0,1
84238,0.3,0,1
84239,0.745,0,1
84240,0.795,0,1
84241,0.165,0,0
84242,0.635,0,1
84243,0.85,0,1
84244,0.085,0,0
84245,0.575,0,0
84246,0.175,0,1
84247,0.595,0,1
84248,0.055,1,1
84249,0.035,0,0
84250,0.605,0,1
84251,0.015,0,0
84252,0.29,0,0
84253,0.54,0,1
84254,0.935,0,1
84255,0.895,1,1
84256,0.445,0,1
84257,0.755,0,1
84258,0.155,0,0
84259,0.01,1,0
84260,0.26,0,1
84261,0.975,0,1
84262,0.02,0,0
84263,0.05,0,0
84264,0.54,0,1
84265,0.62,0,1
84266,0.135,0,0
84267,0.305,0,0
84268,0.17,0,1
84269,0.48,0,0
84270,0.51,0,1
84271,0.97,0,1
84272,0.2,0,0
84273,0.53,0,1
84274,0.14,0,0
84275,0.455,0,1
84276,0.825,0,1
84277,0.355,0,1
84278,0.39,0,1
84279,0.32,0,1
84280,0.91,0,1
84281,0.245,0,1
84282,0.485,0,1
84283,0.2,0,1
84284,0.98,0,1
84285,0.175,0,0
84286,0.23,0,1
84287,0.455,0,1
84288,0.62,0,1
84289,0.075,0,0
84290,0.225,0,0
84291,0.305,0,0
84292,0.77,1,1
84293,0.18,0,0
84294,0.825,0,1
84295,0.73,0,1
84296,0.98,0,1
84297,0.39,0,1
84298,0.37,0,0
84299,0.8,0,1
84300,0.61,0,1
84301,0.34,0,0
84302,0.91,0,1
84303,0.17,0,0
84304,0.77,0,1
84305,0.37,0,1
84306,0.54,0,1
84307,0.455,0,1
84308,0.42,0,1
84309,0.81,0,1
84310,0.005,0,0
84311,0.225,0,0
84312,0.52,0,1
84313,0.93,0,1
84314,0.33,0,1
84315,0.295,0,0
84316,0.765,0,1
84317,0.855,0,1
84318,0.19,0,0
84319,0.2,0,0
84320,0.705,0,1
84321,0.785,0,1
84322,0.63,0,1
84323,0.92,0,1
84324,0.6,0,1
84325,0.12,1,0
84326,0.365,0,1
84327,0.53,0,1
84328,0.56,0,1
84329,0.3,0,1
84330,0.42,0,0
84331,0.54,0,1
84332,0.67,0,1
84333,0.95,0,1
84334,0.49,0,1
84335,0.73,1,1
84336,0.37,0,0
84337,0.73,0,1
84338,0.14,0,0
84339,0.14,0,0
84340,0.34,0,1
84341,0.3,0,1
84342,0.395,0,1
84343,0.53,0,1
84344,0.97,0,1
84345,0.205,0,0
84346,0.14,0,0
84347,0.125,0,0
84348,0.985,0,1
84349,0.555,0,1
84350,0.205,0,0
84351,0.36,0,0
84352,0.29,0,1
84353,0.47,0,1
84354,0.305,0,1
84355,0.585,0,1
84356,0.365,1,1
84357,0.98,0,1
84358,0.28,0,0
84359,0.875,0,1
84360,0.345,0,0
84361,0.295,0,0
84362,0.455,0,1
84363,0.27,0,0
84364,0.36,0,1
84365,0.2,0,0
84366,0.58,0,1
84367,0.63,0,1
84368,0.635,0,1
84369,0.075,0,0
84370,0.1,0,0
84371,0.365,0,1
84372,0.3,0,1
84373,0.455,0,1
84374,0.73,0,1
84375,0.18,0,0
84376,0.205,0,1
84377,0.01,0,0
84378,0.515,0,1
84379,0.02,0,0
84380,0.515,0,1
84381,0.43,0,1
84382,0.17,0,0
84383,0.405,0,0
84384,0.325,0,1
84385,0.765,0,1
84386,0.66,0,1
84387,0.555,0,1
84388,0.565,0,1
84389,0.22,0,0
84390,0.865,0,1
84391,0.27,0,0
84392,0.92,0,1
84393,0.27,0,0
84394,0.62,0,0
84395,0.865,0,1
84396,0.685,0,1
84397,0.93,0,1
84398,0.72,0,1
84399,0.895,0,1
84400,0.53,0,1
84401,0.26,0,1
84402,0.29,0,1
84403,0.935,0,1
84404,0.095,0,0
84405,0.845,0,1
84406,0.605,0,1
84407,0.26,0,1
84408,0.78,0,1
84409,0.525,0,1
84410,0.365,0,1
84411,0.135,0,0
84412,0.785,0,1
84413,0.685,0,1
84414,0.17,0,0
84415,0.135,0,0
84416,0.15,0,0
84417,0.285,0,0
84418,0.63,0,1
84419,0.14,0,0
84420,0.445,0,1
84421,0.375,0,1
84422,0.45,0,0
84423,0.06,0,0
84424,0.21,0,0
84425,0.17,0,0
84426,0.01,0,0
84427,0.16,0,0
84428,0.635,0,1
84429,0.96,0,1
84430,0.745,0,1
84431,0.96,0,1
84432,0.315,0,1
84433,0.38,0,1
84434,0.835,0,1
84435,0.635,0,1
84436,0.675,0,1
84437,0.53,0,1
84438,0.84,0,1
84439,0.43,0,1
84440,0.955,0,1
84441,0.75,0,1
84442,0.48,0,1
84443,0.14,0,0
84444,0.19,0,0
84445,0.29,0,1
84446,0.74,0,1
84447,0.46,0,1
84448,0.095,0,0
84449,0.225,0,0
84450,0.605,0,1
84451,0.47,0,1
84452,0.32,0,1
84453,0.98,0,1
84454,0.235,0,0
84455,0.235,0,1
84456,0.805,0,1
84457,0.39,0,1
84458,0.245,0,0
84459,0.985,0,1
84460,0.18,0,1
84461,0.92,0,1
84462,0.08,0,0
84463,0.335,0,0
84464,0.92,0,1
84465,0.78,1,1
84466,0.42,0,1
84467,0.37,0,1
84468,0.395,0,0
84469,0.59,0,1
84470,0.395,0,1
84471,0.01,0,0
84472,0.76,0,1
84473,0.47,0,1
84474,0.165,0,1
84475,0.405,0,1
84476,0.465,1,1
84477,0.18,0,0
84478,0.425,1,1
84479,0.98,0,1
84480,0.21,0,0
84481,0.89,0,1
84482,0.24,0,0
84483,0.445,0,1
84484,0.165,0,0
84485,0.115,0,1
84486,0.65,0,1
84487,0.6,0,1
84488,0.68,0,1
84489,0.38,1,1
84490,0.545,0,1
84491,0.875,0,1
84492,0.875,0,1
84493,0.24,0,0
84494,0.015,0,0
84495,0.2,0,0
84496,0.36,0,1
84497,0.23,0,0
84498,0.6,0,1
84499,0.44,0,1
84500,0.11,0,0
84501,0.41,0,1
84502,0.265,0,1
84503,0.115,0,1
84504,0.255,0,0
84505,0.41,0,1
84506,0.91,0,1
84507,0.165,0,1
84508,0.055,0,0
84509,0.87,0,1
84510,0.61,1,1
84511,0.295,0,0
84512,0.07,0,0
84513,0.095,0,0
84514,0.42,0,1
84515,0.09,0,0
84516,0.93,0,1
84517,0.2,0,0
84518,0.57,0,1
84519,0.855,0,1
84520,0.635,0,1
84521,0.69,0,1
84522,0.96,0,1
84523,0.26,0,1
84524,0.14,0,0
84525,0.885,0,1
84526,0.42,0,0
84527,0.46,0,1
84528,0.96,0,1
84529,0.24,0,0
84530,0.14,0,1
84531,0.09,0,0
84532,0.885,0,1
84533,0.26,0,1
84534,0.6,0,1
84535,0.15,0,0
84536,0.51,0,1
84537,0.31,0,0
84538,0.24,0,0
84539,0.625,0,1
84540,0.18,0,0
84541,0.945,0,1
84542,0.01,0,0
84543,0.25,0,1
84544,0.75,0,1
84545,0.445,0,0
84546,0.425,0,0
84547,0.125,0,0
84548,0.41,0,1
84549,0.52,0,1
84550,0.495,0,1
84551,0.615,0,1
84552,0.42,0,1
84553,0.92,0,1
84554,0.15,0,1
84555,0.98,0,1
84556,0.175,0,0
84557,0.41,0,1
84558,0.26,0,0
84559,0.605,0,1
84560,0.97,0,1
84561,0.415,0,0
84562,0.55,0,1
84563,0.43,0,1
84564,0.93,0,1
84565,0.495,1,1
84566,0.645,1,1
84567,0.705,0,1
84568,0.69,0,1
84569,0.655,0,1
84570,0.095,0,0
84571,0.6,0,1
84572,0.53,0,1
84573,0.105,0,0
84574,0.575,0,1
84575,0.555,0,1
84576,0.47,0,1
84577,0.965,0,1
84578,0.35,0,1
84579,0.665,0,1
84580,0.24,0,1
84581,0.875,0,1
84582,0.56,0,1
84583,0.31,0,1
84584,0.03,0,0
84585,0.425,0,1
84586,0.32,0,1
84587,0.37,0,1
84588,0.24,0,1
84589,0.215,0,0
84590,0.325,0,0
84591,0.215,0,0
84592,0.75,0,1
84593,0.785,0,1
84594,0.655,0,1
84595,0.22,0,0
84596,0.735,0,1
84597,0.27,0,1
84598,0.915,0,1
84599,0.825,0,1
84600,0.035,0,0
84601,0.84,0,1
84602,0.49,0,1
84603,0.19,0,0
84604,0.525,0,0
84605,0.895,1,1
84606,0.73,0,1
84607,0.36,0,1
84608,0.16,0,0
84609,0.85,0,1
84610,0.765,0,1
84611,0.345,0,1
84612,0.285,0,0
84613,0.075,0,0
84614,0.825,0,1
84615,0.625,0,1
84616,0.825,0,1
84617,0.92,0,1
84618,0.07,0,0
84619,0.27,0,1
84620,0.69,0,1
84621,0.58,0,1
84622,0.34,0,1
84623,0.615,0,0
84624,0.9,0,1
84625,0.28,0,0
84626,0.74,0,1
84627,0.72,0,1
84628,0.535,0,1
84629,0.875,0,1
84630,0.005,0,0
84631,0.78,0,1
84632,0.36,0,0
84633,0.32,0,1
84634,0.34,0,1
84635,0.12,0,0
84636,0.01,0,0
84637,0.56,0,1
84638,0.16,0,0
84639,0.855,0,1
84640,0.165,0,0
84641,0.425,0,1
84642,0.765,0,1
84643,0.37,0,1
84644,0.21,0,0
84645,0.83,0,1
84646,0.765,0,1
84647,0.8,0,1
84648,0.505,0,1
84649,0.425,0,1
84650,0.645,1,1
84651,0.82,0,1
84652,0.46,0,1
84653,0.65,0,1
84654,0.53,0,1
84655,0.785,0,1
84656,0.835,0,1
84657,0.125,0,0
84658,0.435,0,1
84659,0.685,0,1
84660,0.78,0,1
84661,0.375,0,1
84662,0.825,0,1
84663,0.96,1,1
84664,0.68,0,1
84665,0.865,0,1
84666,0.51,0,1
84667,0.515,0,1
84668,0.34,0,1
84669,0.695,0,1
84670,0.505,0,1
84671,0.97,0,1
84672,0.575,0,1
84673,0.085,0,0
84674,0.95,0,1
84675,0.51,0,1
84676,0.27,0,1
84677,0.81,0,1
84678,0.795,0,1
84679,0.12,0,0
84680,0.625,0,1
84681,0.98,0,0
84682,0.81,0,1
84683,0.445,0,1
84684,0.565,0,0
84685,0.395,0,1
84686,0.335,0,1
84687,0.335,0,1
84688,0.31,0,0
84689,0.34,0,1
84690,0.43,0,0
84691,0.17,0,1
84692,0.255,0,1
84693,0.19,0,0
84694,0.28,0,1
84695,0.84,0,1
84696,0.655,0,1
84697,0.075,0,0
84698,0.38,0,1
84699,0.165,0,1
84700,0.81,0,1
84701,0.895,0,1
84702,0.15,0,1
84703,0.29,0,1
84704,0.61,0,1
84705,0.13,0,0
84706,0.55,1,1
84707,0.795,0,1
84708,0.28,0,0
84709,0.005,0,0
84710,0.495,0,1
84711,0.18,0,0
84712,0.545,0,1
84713,0.2,0,0
84714,0.45,1,1
84715,0.645,0,1
84716,0.72,0,1
84717,0.205,0,0
84718,0.765,0,1
84719,0.47,0,1
84720,0.42,0,1
84721,0.37,0,1
84722,0.43,0,1
84723,0.01,0,0
84724,0.49,0,1
84725,0.585,0,1
84726,0.435,0,1
84727,0.99,0,1
84728,0.57,0,1
84729,0.85,0,1
84730,0.005,0,0
84731,0.495,0,1
84732,0.635,0,1
84733,0.35,0,1
84734,0.755,0,1
84735,0.25,0,0
84736,0.77,0,1
84737,0.01,0,0
84738,0.325,0,0
84739,0.04,0,0
84740,0.25,0,0
84741,0.43,0,1
84742,0.585,0,1
84743,0.985,0,1
84744,0.64,0,1
84745,0.855,0,1
84746,0.495,0,1
84747,0.405,0,1
84748,0.33,0,0
84749,0.805,0,1
84750,0.595,0,1
84751,0.01,0,0
84752,0.815,0,1
84753,0.855,0,1
84754,0.25,0,1
84755,0.52,1,1
84756,0.605,0,1
84757,0.98,0,1
84758,0.09,0,0
84759,0.75,0,1
84760,0.73,0,1
84761,0.175,0,0
84762,0.595,0,1
84763,0.475,0,1
84764,0.83,0,1
84765,0.73,0,1
84766,0.055,0,0
84767,0.905,0,1
84768,0.045,0,0
84769,0.425,0,1
84770,0.42,0,1
84771,0.59,0,1
84772,0.63,0,1
84773,0.81,0,1
84774,0.05,0,0
84775,0.7,0,1
84776,0.62,0,1
84777,0.12,0,1
84778,0.825,0,1
84779,0.17,0,0
84780,0.755,0,1
84781,0.495,0,1
84782,0.105,0,0
84783,0.435,0,1
84784,0.42,0,1
84785,0.48,0,1
84786,0.29,0,0
84787,0.36,0,0
84788,0.375,0,1
84789,0.37,0,1
84790,0.97,0,1
84791,0.59,0,1
84792,0.68,0,1
84793,0.15,0,0
84794,0.81,0,0
84795,0.19,0,0
84796,0.85,0,1
84797,0.59,0,1
84798,0.36,1,1
84799,0.97,0,1
84800,0.875,0,1
84801,0.39,0,1
84802,0.06,0,0
84803,0.745,0,1
84804,0.88,0,1
84805,0.82,0,1
84806,0.31,0,0
84807,0.415,0,0
84808,0.05,0,0
84809,0.37,0,0
84810,0.515,0,1
84811,0.485,0,1
84812,0.14,0,0
84813,0.23,0,1
84814,0.84,0,1
84815,0.32,0,1
84816,0.765,0,1
84817,0.85,0,1
84818,0.66,0,1
84819,0.11,0,0
84820,0.875,0,1
84821,0.035,0,0
84822,0.565,0,1
84823,0.185,0,0
84824,0.38,0,1
84825,0.235,0,1
84826,0.99,0,1
84827,0.545,0,1
84828,0.715,0,1
84829,0.65,0,1
84830,0.875,0,1
84831,0.145,0,0
84832,0.81,0,1
84833,0.34,0,0
84834,0.35,0,1
84835,0.575,0,1
84836,0.53,0,1
84837,0.68,0,1
84838,0.2,0,1
84839,0.64,0,1
84840,0.6,0,1
84841,0.485,0,1
84842,0.05,0,0
84843,0.635,0,1
84844,0.985,0,1
84845,0.285,0,1
84846,0.145,0,1
84847,0.595,0,1
84848,0.875,0,1
84849,0.905,0,1
84850,0.78,0,1
84851,0.835,0,1
84852,0.07,0,0
84853,0.735,1,1
84854,0.29,0,0
84855,0.03,0,0
84856,0.92,0,1
84857,0.025,0,0
84858,0.86,0,1
84859,0.855,0,1
84860,0.93,0,1
84861,0.33,0,0
84862,0.87,0,1
84863,0.96,0,1
84864,0.25,0,1
84865,0.4,0,1
84866,0.295,0,1
84867,0.76,0,1
84868,0.52,0,1
84869,0.945,0,1
84870,0.65,0,1
84871,0.05,0,0
84872,0.015,0,1
84873,0.76,0,1
84874,0.73,0,1
84875,0.2,0,0
84876,0.895,1,1
84877,0.285,0,0
84878,0.5,0,0
84879,0.755,0,0
84880,0.495,0,1
84881,0.63,0,1
84882,0.975,0,1
84883,0.625,0,1
84884,0.72,0,1
84885,0.055,0,0
84886,0.185,0,1
84887,0.255,0,0
84888,0.19,0,0
84889,0.92,0,1
84890,0.1,0,1
84891,0.055,0,0
84892,0.095,0,0
84893,0.285,0,1
84894,0.855,0,1
84895,0.69,0,1
84896,0.21,0,0
84897,0.16,0,0
84898,0.1,0,1
84899,0.17,0,1
84900,0.26,0,0
84901,0.295,0,0
84902,0.18,1,0
84903,0.515,0,1
84904,0.335,0,1
84905,0.52,0,1
84906,0.48,0,1
84907,0.915,0,1
84908,0.97,0,1
84909,0.12,0,1
84910,0.01,0,0
84911,0.885,0,1
84912,0.39,0,1
84913,0.365,0,1
84914,0.93,0,1
84915,0.3,0,0
84916,0.89,0,1
84917,0.935,0,1
84918,0.835,0,0
84919,0.295,0,0
84920,0.19,0,0
84921,0.47,0,1
84922,0.205,0,1
84923,0.145,0,0
84924,0.28,0,1
84925,0.58,0,1
84926,0.65,0,1
84927,0.3,0,0
84928,0.41,0,1
84929,0.14,0,0
84930,0.235,0,0
84931,0.665,0,1
84932,0.66,0,1
84933,0.64,0,1
84934,0.885,0,1
84935,0.865,0,1
84936,0.825,0,1
84937,0.65,0,1
84938,0.335,0,1
84939,0.025,0,0
84940,0.945,0,1
84941,0.115,0,0
84942,0.875,0,1
84943,0.03,0,0
84944,0.56,0,1
84945,0.695,0,1
84946,0.5,0,1
84947,0.7,0,1
84948,0.44,0,1
84949,0.51,0,1
84950,0.24,0,0
84951,0.54,0,1
84952,0.98,0,1
84953,0.92,0,1
84954,0.16,0,0
84955,0.495,0,1
84956,0.335,0,1
84957,0.665,0,1
84958,0.14,0,0
84959,0.66,0,1
84960,0.94,0,1
84961,0.77,0,1
84962,0.815,0,1
84963,0.235,0,1
84964,0.635,0,1
84965,0.525,0,1
84966,0.735,0,1
84967,0.745,0,1
84968,0.25,0,0
84969,0.945,0,1
84970,0.81,0,1
84971,0.28,0,1
84972,0.755,0,1
84973,0.215,0,0
84974,0.635,0,1
84975,0.985,0,1
84976,0.04,0,0
84977,0.82,0,1
84978,0.98,0,1
84979,0.105,0,0
84980,0.635,0,1
84981,0.64,0,1
84982,0.7,0,1
84983,0.01,0,0
84984,0.485,0,1
84985,0.475,0,1
84986,0.055,0,0
84987,0.785,0,1
84988,0.865,0,1
84989,0.585,0,1
84990,0.16,0,0
84991,0.78,0,1
84992,0.82,0,1
84993,0.24,0,1
84994,0.92,0,1
84995,0.29,0,1
84996,0.95,0,0
84997,0.735,0,1
84998,0.105,0,0
84999,0.74,0,1
85000,0.93,0,1
85001,0.87,0,1
85002,0.115,0,0
85003,0.23,0,0
85004,0.185,0,1
85005,0.565,0,1
85006,0.05,0,0
85007,0.935,0,1
85008,0.82,0,1
85009,0.92,0,1
85010,0.59,0,1
85011,0.72,0,0
85012,0.655,0,1
85013,0.62,0,1
85014,0.595,0,1
85015,0.13,0,0
85016,0.36,0,1
85017,0.96,0,1
85018,0.64,0,1
85019,0.22,0,0
85020,0.77,0,1
85021,0.735,0,1
85022,0.615,0,1
85023,0.98,0,1
85024,0.29,0,1
85025,0.02,0,0
85026,0.985,0,1
85027,0.405,0,1
85028,0.6,0,1
85029,0.585,0,1
85030,0.285,0,1
85031,0.985,0,1
85032,0.4,0,1
85033,0.01,0,0
85034,0.35,0,1
85035,0.445,0,1
85036,0.54,0,1
85037,0.245,0,0
85038,0.085,0,0
85039,0.68,0,1
85040,0.38,0,1
85041,0.17,0,0
85042,0.03,0,0
85043,0.09,0,0
85044,0.92,0,1
85045,0.7,0,1
85046,0.49,0,1
85047,0.07,0,0
85048,0.555,0,1
85049,0.47,0,1
85050,0.23,0,1
85051,0.975,0,1
85052,0.535,0,1
85053,0.81,0,1
85054,0.13,0,1
85055,0.555,0,1
85056,0.145,0,1
85057,0.81,0,1
85058,0.95,0,1
85059,0.795,0,1
85060,0.24,0,0
85061,0.86,0,1
85062,0.045,0,0
85063,0.945,0,1
85064,0.375,0,1
85065,0.545,0,1
85066,0.6,0,1
85067,0.815,0,1
85068,0.935,0,1
85069,0.24,0,0
85070,0.835,0,1
85071,0.895,0,1
85072,0.84,0,1
85073,0.56,0,0
85074,0.255,0,1
85075,0.945,0,1
85076,0.51,0,1
85077,0.35,0,1
85078,0.38,0,1
85079,0.625,0,1
85080,0.14,0,1
85081,0.745,0,1
85082,0.545,0,1
85083,0.64,0,1
85084,0.06,0,0
85085,0.975,0,1
85086,0.535,0,1
85087,0.235,0,0
85088,0.21,0,0
85089,0.34,1,0
85090,0.54,0,1
85091,0.54,0,0
85092,0.875,0,1
85093,0.295,0,0
85094,0.355,0,0
85095,0.81,0,1
85096,0.875,0,1
85097,0.35,0,1
85098,0.325,0,1
85099,0.53,0,1
85100,0.61,0,1
85101,0.375,0,0
